ProjectName,libraries
cbmi-uthsc_deepSepsis.csv,{'tensorflow'}
CBNU-Nnet_Artificial_Intelligence.csv,{'tensorflow'}
ceciliavision_perceptual-reflection-removal.csv,{'tensorflow'}
celarex_STS-CNN-STSbenchmark-Semantic-Similarity-Semantic-Textual-Similarity-CNN-HCTI-Tensorflow-Keras.csv,{'tensorflow'}
cenkcorapci_fashion-parser.csv,{'keras'}
cetinsamet_attribute-label-embedding.csv,{'torch'}
cftang0827_pedestrian_detection_ssdlite.csv,{'tensorflow'}
cftang0827_pedestrian_recognition.csv,{'tensorflow'}
cgorman_tensorflow-som.csv,"{'sklearn', 'tensorflow'}"
chainer_onnx-chainer.csv,{'chainer'}
chaitjo_regression-stock-prediction.csv,{'sklearn'}
chaitjo_working-women.csv,{'sklearn'}
chakki-works_chariot.csv,"{'tensorflow', 'sklearn', 'torch'}"
CharlesPikachu_AIGames.csv,"{'tensorflow', 'torch', 'keras'}"
charlesq34_pointnet2.csv,"{'sklearn', 'tensorflow'}"
chehongshu_DL-tenserflow.csv,{'tensorflow'}
ChenRocks_fast_abs_rl.csv,{'torch'}
chenwuperth_rgz_rcnn.csv,{'tensorflow'}
Chicoryn_dream-go.csv,{'tensorflow'}
ChihebTrabelsi_deep_complex_networks.csv,{'keras'}
chihkuanyeh_Representer_Point_Selection.csv,"{'tensorflow', 'sklearn', 'torch'}"
chizhanyuefeng_FD-CNN.csv,{'tensorflow'}
chnsh_deep-semantic-code-search.csv,"{'tensorflow', 'sklearn', 'keras', 'torch', 'fastai'}"
chrisPiemonte_crime-analysis.csv,{'sklearn'}
chrisPiemonte_url2vec.csv,{'sklearn'}
Ciaran1981_geospatial-learn.csv,"{'catboost', 'torch'}"
cics-nd_rans-uncertainty.csv,{'torch'}
cjekel_tindetheus.csv,"{'sklearn', 'tensorflow'}"
cjymz886_text-cnn.csv,{'tensorflow'}
claudio-unipv_quasi-unsupervised-cc.csv,{'torch'}
ClaudiuGeorgiu_RiskInDroid.csv,{'sklearn'}
cleardusk_3DDFA.csv,{'torch'}
clemkoa_tooth-detection.csv,{'tensorflow'}
Cloud-CV_visual-chatbot.csv,{'torch'}
clovaai_deep-text-recognition-benchmark.csv,{'torch'}
clusterking_clusterking.csv,{'sklearn'}
cmasch_cnn-text-classification.csv,"{'sklearn', 'tensorflow'}"
cmhungsteve_TA3N.csv,{'torch'}
cmsflash_beauty-net.csv,{'torch'}
CODAIT_deep-histopath.csv,"{'sklearn', 'tensorflow', 'keras'}"
codertimo_BERT-pytorch.csv,{'torch'}
cognibit_Text-Normalization-Demo.csv,{'tensorflow'}
ColasGael_Automatic-Video-Colorization.csv,"{'sklearn', 'caffe', 'tensorflow'}"
ColasGael_Machine-Learning-for-Solar-Energy-Prediction.csv,{'keras'}
conan7882_neural-style.csv,{'tensorflow'}
conan7882_triplet-loss.csv,{'tensorflow'}
corochann_chainer-saliency.csv,"{'chainer', 'sklearn'}"
cosanlab_nltools.csv,{'sklearn'}
cosimoiaia_Tensorflow-Chatbot-Italian.csv,{'tensorflow'}
coxy1989_superconv.csv,{'tensorflow'}
cpmpercussion_creative-prediction.csv,"{'sklearn', 'tensorflow', 'keras'}"
cpmpercussion_robojam.csv,"{'tensorflow', 'keras'}"
cpury_lstm-math.csv,{'tensorflow'}
crisbodnar_text-to-image.csv,{'tensorflow'}
criteo_tf-yarn.csv,"{'torch', 'tensorflow'}"
crouchred_speaker-recognition-py3.csv,{'sklearn'}
crownpku_Information-Extraction-Chinese.csv,{'tensorflow'}
CryoliteZ_Plants-Identification.csv,{'keras'}
cs-chan_Deep-Plant.csv,{'tensorflow'}
CSAILVision_gandissect.csv,{'torch'}
csvance_keras-mobile-detectnet.csv,{'tensorflow'}
cszhangzhen_ANRL.csv,"{'sklearn', 'tensorflow'}"
cuguilke_microexpnet.csv,{'tensorflow'}
cvjena_libmaxdiv.csv,{'sklearn'}
cvlab-tohoku_Dense-CoAttention-Network.csv,{'torch'}
CVLAB-Unibo_Semantic-Mono-Depth.csv,{'tensorflow'}
CVxTz_EEG_classification.csv,{'keras'}
CVxTz_graph_classification.csv,{'keras'}
CyberZHG_keras-gpt-2.csv,{'tensorflow'}
CyberZHG_keras-word-char-embd.csv,{'tensorflow'}
CyberZHG_keras-bert.csv,{'tensorflow'}
CynthiaKoopman_Network-Intrusion-Detection.csv,{'sklearn'}
cyschneck_Hydra.csv,{'sklearn'}
cytadela8_trypophobia.csv,{'keras'}
dabasajay_Image-Caption-Generator.csv,"{'tensorflow', 'keras'}"
DagnyT_hardnet.csv,{'torch'}
daigo0927_pwcnet.csv,"{'torch', 'tensorflow'}"
dair-iitd_BossNet.csv,{'tensorflow'}
DakshMiglani_Credit-Card-Fraud.csv,"{'sklearn', 'torch', 'keras'}"
damien911224_theWorldInSafety.csv,"{'sklearn', 'caffe', 'tensorflow'}"
damitkwr_ESRNN-GPU.csv,{'torch'}
dancsalo_TensorFlow-MIL.csv,"{'tensorflow', 'keras'}"
dangitstam_topic-rnn.csv,{'torch'}
danhper_bigcode-tools.csv,"{'sklearn', 'tensorflow'}"
daniel-cortez-stevenson_crypto-predict.csv,"{'sklearn', 'tensorflow', 'keras'}"
daniel-muthukrishna_astrodash.csv,{'tensorflow'}
danieldk_sticker.csv,{'tensorflow'}
danielhanchen_hyperlearn.csv,"{'torch', 'sklearn', 'tensorflow', 'keras'}"
danielzuegner_netgan.csv,{'tensorflow'}
danielzuegner_nettack.csv,{'tensorflow'}
Daniil-Osokin_lightweight-human-pose-estimation.pytorch.csv,{'torch'}
dantaki_SV2.csv,{'sklearn'}
darribas_satellite_led_liverpool.csv,{'sklearn'}
dasguptar_treelstm.pytorch.csv,{'torch'}
data-mill-cloud_data-mill.csv,"{'tensorflow', 'keras'}"
datalogue_keras-attention.csv,{'keras'}
datarobot_pic2vec.csv,{'sklearn'}
datasciencecampus_pyGrams.csv,"{'sklearn', 'keras'}"
datmo_datmo.csv,{'sklearn'}
dave-fernandes_ECGClassifier.csv,{'tensorflow'}
david-yoon_detecting-incongruity.csv,{'tensorflow'}
david-yoon_multimodal-speech-emotion.csv,{'tensorflow'}
david-yoon_QA_HRDE_LTC.csv,"{'sklearn', 'tensorflow'}"
Davidham3_STGCN.csv,{'mxnet'}
davidhaohanli_Abnormal-Behaviour-Detection.csv,{'sklearn'}
Daya-Jin_ML_for_learner.csv,{'sklearn'}
dbiir_UER-py.csv,"{'tensorflow', 'lightgbm', 'torch'}"
dcgym_iroko.csv,{'gym'}
deep-fingerprinting_df.csv,{'keras'}
deep-fry_mayo.csv,{'tensorflow'}
deep-learning-for-humans_fontastic.csv,"{'torch', 'fastai', 'keras'}"
DeepBCI_Deep-BCI.csv,"{'gym', 'tensorflow', 'sklearn', 'keras', 'torch'}"
deepchem_deepchem.csv,"{'deepchem', 'tensorflow', 'sklearn', 'keras', 'torch', 'transformers'}"
deepdiy_deepdiy.csv,"{'tensorflow', 'keras'}"
deepfakes_faceswap.csv,"{'sklearn', 'tensorflow'}"
deepforge-dev_deepforge.csv,{'tensorflow'}
DeepInEvil_webCamEmocognizer.csv,{'keras'}
DeepTrial_DL_Segmention_Template.csv,{'keras'}
DeFacto_DeFactoNLP.csv,"{'sklearn', 'torch'}"
Demfier_multimodal-speech-emotion-recognition.csv,"{'sklearn', 'torch'}"
Demiguises_Kakao-Valhalla.csv,{'sklearn'}
DenisTome_Lifting-from-the-Deep-release.csv,{'tensorflow'}
Desklop_Voice_ChatBot.csv,{'keras'}
DetectionTeamUCAS_FCOS_Tensorflow.csv,{'tensorflow'}
DetectionTeamUCAS_RetinaNet_Tensorflow.csv,{'tensorflow'}
devanshkv_fetch.csv,{'tensorflow'}
developmentseed_label-maker.csv,"{'sagemaker', 'tensorflow', 'keras'}"
devpranoy_video_coloriser.csv,"{'sklearn', 'torch'}"
DevSinghSachan_multilingual_nmt.csv,{'torch'}
dfcf93_MSMARCO.csv,{'torch'}
dfdazac_wassdistance.csv,{'torch'}
dgodinez77_LIA.csv,"{'sklearn', 'xgboost'}"
dgriffiths3_ml_segmentation.csv,{'sklearn'}
dialnd_imbalanced-algorithms.csv,"{'sklearn', 'tensorflow'}"
diganthp_pi-vision.csv,"{'sklearn', 'tensorflow'}"
dimimal_semantics_segmentation_of_urban_environments.csv,{'keras'}
dirty-cat_dirty_cat.csv,{'sklearn'}
DistrictDataLabs_yellowbrick.csv,"{'sklearn', 'torch', 'cuml'}"
djosix_Performance-RNN-PyTorch.csv,{'torch'}
djpetti_isl-gazecapture.csv,"{'sklearn', 'tensorflow'}"
dkirkby_MachineLearningStatistics.csv,"{'tensorflow', 'sklearn', 'torch'}"
dlarsen5_AdaptiveSFM.csv,"{'tensorflow', 'keras'}"
dlebech_lyrics-generator.csv,{'tensorflow'}
dllllb_ds-tools.csv,{'sklearn'}
dmbee_seglearn.csv,"{'sklearn', 'tensorflow'}"
dmlc_gluon-nlp.csv,"{'tensorflow', 'mxnet', 'torch'}"
domainadaptation_salad.csv,{'torch'}
domschl_tensor-poet.csv,{'tensorflow'}
DongjunLee_kino-bot.csv,"{'sklearn', 'tensorflow'}"
Doragd_Chinese-Chatbot-PyTorch-Implementation.csv,{'torch'}
doubleQ2018_Deep-learning-for-contact_map_v2.csv,{'tensorflow'}
dougsm_ggcnn.csv,{'torch'}
DragonComputer_Dragonfire.csv,{'tensorflow'}
drawbridge_keras-mmoe.csv,"{'sklearn', 'tensorflow'}"
DrGFreeman_rps-cv.csv,{'sklearn'}
driemworks_agatha.csv,"{'sklearn', 'keras'}"
drivendataorg_zamba.csv,{'torch'}
DrSleep_DenseTorch.csv,{'torch'}
DrSleep_light-weight-refinenet.csv,{'torch'}
dsindex_etagger.csv,{'tensorflow'}
dtrckd_pymake.csv,{'sklearn'}
DuaneNielsen_DeepInfomaxPytorch.csv,{'torch'}
ducha-aiki_affnet.csv,{'torch'}
duketemon_pyuplift.csv,{'sklearn'}
Dumbris_trunklucator.csv,{'torch'}
dumyy_handpose.csv,{'tensorflow'}
